170,Children's Mercy Park,Kansas City,KS,66111,US,America/Chicago,NULL,NULL,300.8,18467,2011,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
171,Christy Mathewson-Memorial Stadium,Lewisburg,PA,17837,US,America/New_York,NULL,NULL,151.194931,13100,1924,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
172,Chryst Field at Biemesderfer Stadium,Millersville,PA,17551,US,NULL,NULL,NULL,NULL,5300,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
173,Chuck Noll Field,Latrobe,PA,15650,US,NULL,NULL,NULL,NULL,1050,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
174,Citrus Stadium,Azusa,CA,91702,US,NULL,NULL,NULL,NULL,10000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
175,City Stadium (VA),Lynchburg,VA,24501,US,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
176,Clarence T.C. Ching Athletics Complex,Honolulu,HI,96822,NULL,NULL,NULL,NULL,20,9000,NULL,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
177,Clark Field,Cedar Rapids,IA,NULL,US,NULL,NULL,NULL,NULL,2200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
178,Clean Harbors Stadium,Buzzards Bay,MA,2532,US,NULL,NULL,NULL,NULL,2300,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
179,Clemens Stadium,Collegeville,MN,56321,US,NULL,NULL,NULL,NULL,7482,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
180,Cliff Harris Stadium,Arkadelphia,AR,71998,US,NULL,NULL,NULL,NULL,3060,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
181,Coffey Field,The Bronx,NY,10458,US,America/New_York,NULL,NULL,31.2384243,7000,1930,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
182,Commonwealth Stadium,Lexington,KY,40506,US,America/New_York,NULL,NULL,307.4248962,61000,1973,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
183,Community Stadium at Goerke Park,Stevens Point,WI,54881,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
184,Concordia Stadium,River Forest,IL,60305,US,NULL,NULL,NULL,NULL,1500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
185,Convoy Leslie Cotton Boll Stadium,Monticello,AR,26302,US,NULL,NULL,NULL,NULL,3650,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
186,Cook Stadium,Terre Haute,IN,47809,US,NULL,NULL,NULL,NULL,2500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
187,Cooper Field,Washington,DC,20007,US,America/New_York,NULL,NULL,32.38431549,3750,2003,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
188,Corwin Stadium,Middletown,CT,NULL,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
189,Cotton Bowl,Dallas,TX,75210,US,America/Chicago,NULL,NULL,133.2241211,92100,1930,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
190,Coughlin-Alumni Stadium,Brookings,SD,57007,US,America/Chicago,NULL,NULL,495.8,16700,1961,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
191,Cowboy Stadium,Lake Charles,LA,70607,US,America/Chicago,NULL,NULL,4.168509007,17610,1965,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
192,Coyer Field,Buffalo,NY,14026,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
193,Craig Field at Spratt Memorial Stadium,Saint Joseph,MO,87554,US,NULL,NULL,NULL,NULL,7200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
194,Crain Family Stadium,Shawnee,OK,74801,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
195,Crain Field,Memphis,TN,38112,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
196,Cramton Bowl,Montgomery,AL,36101,US,America/Chicago,NULL,NULL,75.10210419,25000,1922,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
197,Cressy Field,Dartmouth,MA,2747,US,NULL,NULL,NULL,NULL,1850,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
198,Croke Park Stadium,Dublin,,NULL,IE,NULL,NULL,NULL,4.7,82300,1884,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
199,Crusader Stadium,Belton,TX,76513,US,NULL,NULL,NULL,NULL,7671,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
200,Cutler Field,Olivet,MI,4976,US,NULL,NULL,NULL,NULL,2200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
201,Dacotah Bank Stadium,Aberdeen,SD,NULL,US,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
202,DakotaDome,Vermillion,SD,57069,US,America/Chicago,NULL,NULL,373.3928833,9100,1979,0,1,2024-04-23 01:47:52,2024-04-23 01:47:52
203,Dale Lippert Field,Franklin,MA,3235,US,NULL,NULL,NULL,NULL,1500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
204,Daly Field at Frank R. Campbell Stadium,Danville,VA,25130,US,NULL,NULL,NULL,NULL,1200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
205,Dana J. Dykhouse Stadium,Brookings,SD,57006,US,America/Chicago,NULL,NULL,495.7769775,19340,2016,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
206,Darrell K Royal-Texas Memorial Stadium,Austin,TX,78712,US,America/Chicago,NULL,NULL,160.3089447,100119,1924,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
207,Dave Wolk Stadium,Castleton,VT,5735,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
208,David Person Field,Williamsport,PA,17701,US,NULL,NULL,NULL,NULL,3700,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
209,David Smith Stadium at Ramer Field,River Falls,WI,54022,US,NULL,NULL,NULL,NULL,2300,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
210,Davis Wade Stadium,Starkville,MS,39762,US,America/Chicago,NULL,NULL,110.2742081,61337,1914,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
211,Day Field,Ashland,VA,23005,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
212,D. B. Milne Field,Jacksonville,FL,32211,US,America/New_York,NULL,NULL,12.51101398,5000,1998,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
213,Deeds Field-Piper Stadium,Granville,OH,43023,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
214,DeGol Field,Loretto,PA,15940,US,America/New_York,NULL,NULL,586.9408569,3500,2006,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
215,Delaware Stadium,Newark,DE,19713,US,America/New_York,NULL,NULL,28.74350357,22000,1952,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
216,Dial-Roberson Stadium,Ada,OH,45810,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
217,Dickerson Stadium,Institute,WV,25112,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
218,Dignity Health Sports Park,Carson,CA,90746,US,America/Los_Angeles,NULL,NULL,39,48114,2003,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
219,Dix Stadium,Kent,OH,44242,US,America/New_York,NULL,NULL,321.3641663,25319,1969,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
220,Docking Stadium,Adrian,MI,49221,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
221,Donald J. Schneider Stadium,De Pere,WI,NULL,US,NULL,NULL,NULL,NULL,2454,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
222,Donald W. Reynolds Razorback Stadium Frank Broyles Field,Fayetteville,AR,72702,US,America/Chicago,NULL,NULL,403.7972412,80000,1938,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
223,Don and Nona Williams Stadium,Menomonie,WI,54751,US,NULL,NULL,NULL,NULL,4500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
224,Don Drumm Stadium,Marietta,OH,45750,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
225,Donnell Stadium,Findlay,OH,45840,US,NULL,NULL,NULL,NULL,7500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
226,Don Shula Stadium at Wasmer Field,University Heights,OH,45220,US,NULL,NULL,NULL,NULL,5416,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
227,Dowdy-Ficklen Stadium,Greenville,NC,27858,US,America/New_York,NULL,NULL,19.0564537,50000,1963,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
228,Doyt Perry Stadium,Bowling Green,OH,43403,US,America/New_York,NULL,NULL,205.9057465,24000,1966,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
229,Drake Field (NY),Morrisville,NY,13048,US,NULL,NULL,NULL,NULL,1500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
230,Drake Stadium,Des Moines,IA,50311,US,America/Chicago,NULL,NULL,277.8869934,14557,1925,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
231,Dr. John W. Winkin Sports Complex,Bangor,ME,4401,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
232,Duane Stadium,North Andover,MA,1845,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
233,Durham County Memorial Stadium,Durham,NC,27701,US,NULL,NULL,NULL,NULL,8500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
234,Durham County Stadium,Raleigh,NC,27601,US,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
235,Duvall-Rosier Field,Fairmont,WV,NULL,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
236,Dwight T. Reed Stadium,Jefferson City,MO,65101,US,NULL,NULL,NULL,NULL,5500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
237,Earl Kitchings Stadium,Jacksonville,FL,32209,US,NULL,NULL,NULL,NULL,8000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
238,ECAV Stadium,Troy,NY,10014,US,NULL,NULL,NULL,NULL,5200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
239,Eccles Coliseum,Cedar City,UT,84720,US,America/Denver,NULL,NULL,1763.97644,10000,1967,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
240,E. Claiborne Robins Stadium,Richmond,VA,23173,US,America/New_York,NULL,NULL,60.03879166,8217,2010,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
241,Eddie Robinson Stadium,Grambling,LA,71245,US,America/Chicago,NULL,NULL,94.58428955,19600,1983,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
242,Edor Nelson Field,Minneapolis,MN,55488,US,NULL,NULL,NULL,NULL,1400,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
243,Edward C. Swenson Athletic Complex,Bridgewater,MA,50837,US,NULL,NULL,NULL,NULL,1560,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
244,Edwards-Maurer Field,Springfield,OH,45504,US,America/New_York,NULL,NULL,309.1,3000,1993,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
245,Ed Widseth Field,Crookston,MN,56716,US,NULL,NULL,NULL,NULL,2000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
246,Edwin Fauver Stadium,Rochester,NY,14617,US,NULL,NULL,NULL,NULL,5111,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
247,Eiler-Martin Stadium,East Stroudsburg,PA,18301,US,NULL,NULL,NULL,NULL,6000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
248,E. J. Whitmire Stadium,Cullowhee,NC,28723,US,America/New_York,NULL,NULL,653.8632813,13742,1974,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
249,Electric Supply Company Field,Wilson,NC,27893,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
250,Elliot Field Athletic Complex,Fitchburg,MA,1420,US,NULL,NULL,NULL,NULL,1200,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
251,Elliott Field at Don Beebe Stadium,Chadron,NE,69337,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
252,Ellis Oval at Zimman Field,Medford,MA,2155,US,NULL,NULL,NULL,NULL,1000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
253,England Stadium,Jacksonville,IL,NULL,US,NULL,NULL,NULL,NULL,1468,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
254,Ernest W. Spangler Stadium,Boiling Springs,NC,28152,US,America/New_York,NULL,NULL,253.207016,9000,1969,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
255,Ernie Chapman Stadium,Orange,CA,92866,US,NULL,NULL,NULL,NULL,2000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
256,Estes Stadium,Conway,AR,72035,US,America/Chicago,NULL,NULL,94.25577545,10000,1939,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
257,EverBank Field,Jacksonville,FL,32022,US,America/New_York,NULL,NULL,1.336527586,67858,1995,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
258,Falcon Stadium,Colorado Springs,CO,80840,US,America/Denver,NULL,NULL,2024.875732,46692,1962,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
259,Fargodome,Fargo,ND,51802,US,America/Chicago,NULL,NULL,274.4847717,18700,1992,0,1,2024-04-23 01:47:52,2024-04-23 01:47:52
260,Farley-Lamb Field,Williamstown,MA,1267,US,NULL,NULL,NULL,NULL,1400,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
261,Farmers Insurance Athletic Complex,Caledonia,MI,63631,US,NULL,NULL,NULL,NULL,2000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
262,Farris Stadium,Danville,KY,NULL,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
263,Farwell Field,Lake Forest,IL,60045,US,NULL,NULL,NULL,NULL,2000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
264,Faurot Field,Columbia,MO,65211,US,America/Chicago,NULL,NULL,212.6865692,71168,1927,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
265,FAU Stadium,Boca Raton,FL,33499,US,America/New_York,NULL,NULL,3.613628864,29419,2011,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
266,FedEx Field,Landover,MD,20785,US,America/New_York,NULL,NULL,59.50488663,82000,1997,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
267,Fenway Park,Boston,MA,2297,US,America/New_York,NULL,NULL,4.887843609,38073,1912,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
268,Fifth Third Bank Stadium,Kennesaw,GA,48187,US,NULL,NULL,NULL,296.9589844,8318,2010,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
269,Finley Stadium,Chattanooga,TN,37403,US,America/New_York,NULL,NULL,200.1825104,20668,1997,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
270,First Security Stadium,Searcy,AR,72121,US,NULL,NULL,NULL,NULL,5854,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
271,Fisher Field,Easton,PA,18042,US,America/New_York,NULL,NULL,81.43208313,13132,1926,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
272,Fitton Field,Worcester,MA,1601,US,America/New_York,NULL,NULL,137.3915253,23500,1924,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
273,FIU Stadium,Miami,FL,33199,US,America/New_York,NULL,NULL,1.718581796,20000,1995,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
274,Five Star Stadium at the Moye Complex,Macon,GA,31207,US,America/New_York,NULL,NULL,138.6699677,10200,2013,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
275,Florida Tech Panther Stadium,Melbourne,FL,32910,US,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
276,Floyd Casey Stadium,Waco,TX,76798,US,America/Chicago,NULL,NULL,151.2,50000,1950,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
277,Folsom Field,Boulder,CO,80309,US,America/Denver,NULL,NULL,1634.041138,50183,1924,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
278,Ford Field,Detroit,MI,48226,US,America/Detroit,NULL,NULL,183.9643707,64500,2002,0,1,2024-04-23 01:47:52,2024-04-23 01:47:52
279,Foreman Field,Norfolk,VA,23551,US,America/New_York,NULL,NULL,3.147987843,20118,1936,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
280,Francis Field (IL),Greenville,IL,62246,US,NULL,NULL,NULL,NULL,2000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
281,Francis Field (MO),Saint Louis,MO,63103,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
282,Francis G. Welch Stadium,Emporia,KS,66801,US,NULL,NULL,NULL,NULL,10000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
283,Frank Bailey Field,Schenectady,NY,12150,US,NULL,NULL,NULL,NULL,1600,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
284,Frank B. Fuhrer Field,Meadville,PA,36069,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
285,Franklin Field,Philadelphia,PA,19104,US,America/New_York,NULL,NULL,11.71361065,52593,1895,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
286,Frank M. Lindsay Field,Decatur,IL,62521,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
287,Frank "Muddy" Waters Stadium,Hillsdale,MI,66036,US,NULL,NULL,NULL,NULL,8500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
288,Fred G. Hughes Stadium,Joplin,MO,64801,US,NULL,NULL,NULL,NULL,7000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
289,Fred J. Brown Athletic Complex,Defiance,OH,43512,US,NULL,NULL,NULL,NULL,4500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
290,Fred Selfe Stadium at Nicewonder Field,Meadowview,VA,24361,US,NULL,NULL,NULL,NULL,5500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
291,Fred Zollner Athletic Stadium,Angola,IN,NULL,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
292,Freesen Field,Jacksonville,IL,NULL,US,NULL,NULL,NULL,NULL,1400,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
293,Fritz B. Burns Stadium,Claremont,CA,91711,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
294,Frost-Kalnow Stadium,Tiffin,OH,44883,US,NULL,NULL,NULL,NULL,4500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
295,Gable Field at Doc Wadley Stadium,Tahlequah,OK,74464,US,NULL,NULL,NULL,NULL,8300,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
296,Garcelon Field,Lewiston,ME,4240,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
297,Garrett-Harrison Stadium,Phenix City,AL,NULL,US,NULL,NULL,NULL,NULL,10000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
298,Garrison Stadium,Murfreesboro,TN,NULL,US,NULL,NULL,NULL,18.69116974,5000,2007,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
299,Gayle and Tom Benson Stadium,San Antonio,TX,78209,US,America/Chicago,NULL,NULL,208.4659576,6000,2008,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
300,Gaylord Family Oklahoma Memorial Stadium,Norman,OK,73019,US,America/Chicago,NULL,NULL,355.0962524,86112,1925,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
301,Gene L. Shirk Stadium,Reading,PA,19501,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
302,General Charles C. Krulak Stadium,Birmingham,AL,35202,US,NULL,NULL,NULL,NULL,1600,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
303,George Finnie Stadium,Berea,OH,44017,US,NULL,NULL,NULL,NULL,7800,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
304,George P. Miller Stadium,Indiana,PA,15102,US,NULL,NULL,NULL,NULL,6000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
305,George Williams Athletic Complex,Raleigh,NC,27601,US,NULL,NULL,NULL,NULL,2500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
306,Georgia Dome,Atlanta,GA,39901,US,America/New_York,NULL,NULL,303.1637268,74228,1992,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
307,Georgia State Stadium,Atlanta,GA,30315,US,America/New_York,NULL,NULL,287,25000,2017,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
308,Gerald J. Ford Stadium,University Park,TX,75275,US,America/Chicago,NULL,NULL,169.4058075,32000,2000,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
309,Gesling Stadium,Pittsburgh,PA,15219,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
310,Gibbs Stadium,Spartanburg,SC,29303,US,America/New_York,NULL,NULL,231.6300049,13000,1996,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
311,Gillette Stadium,Foxborough,MA,2035,US,America/New_York,NULL,NULL,78.00233459,68756,2002,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
312,Glass Bowl,Toledo,OH,43606,US,America/New_York,NULL,NULL,181.4839783,26038,1937,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
313,Globe Life Field,Arlington,TX,76011,US,NULL,NULL,NULL,NULL,40000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
314,Glynn County Stadium,Brunswick,GA,NULL,US,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
315,Golden Bear Stadium,Springfield,MA,56087,US,NULL,NULL,NULL,NULL,1500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
316,Golden Lion Stadium,Pine Bluff,AR,71601,US,America/Chicago,NULL,NULL,67.71961975,16000,2000,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
317,Goodman Stadium,Bethlehem,PA,18015,US,America/New_York,NULL,NULL,90.32305145,16000,1988,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
318,Gordon Wood Stadium,Brownwood,TX,76801,US,NULL,NULL,NULL,NULL,7500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
319,Governors Stadium,Clarksville,TN,37040,US,America/Chicago,NULL,NULL,142.8643188,10100,1946,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
320,Grace P. Johnson Stadium,Pembroke,NC,28372,US,NULL,NULL,NULL,NULL,4000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
321,Graham Stadium,Martin,TN,38238,US,America/Chicago,NULL,NULL,124.6879349,7500,1964,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
322,Grappone Stadium,Manchester,NH,3108,US,NULL,NULL,NULL,NULL,4500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
323,Greater Zion Stadium,Saint George,UT,84771,US,NULL,NULL,NULL,NULL,10500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
324,Greene Stadium,Liberty,MO,64968,US,NULL,NULL,NULL,NULL,5000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
325,Griswold Stadium,Portland,OR,97201,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
326,Growney Stadium,Rochester,NY,14617,US,NULL,NULL,NULL,NULL,2500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
327,Guaranteed Rate Field,Chicago,IL,60616,US,America/Chicago,NULL,NULL,180.8555756,40615,1991,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
328,Hale Stadium,Nashville,TN,37209,US,America/Chicago,NULL,NULL,138.4986725,10000,1953,1,0,2024-04-23 01:47:52,2024-04-23 01:47:52
329,Hancock Stadium,Normal,IL,61761,US,America/Chicago,NULL,NULL,242.8722687,15000,1963,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
330,Hancock Whitney Stadium,Mobile,AL,85329,US,NULL,NULL,NULL,NULL,25450,NULL,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
331,Hanson Field,Macomb,IL,61455,US,America/Chicago,NULL,NULL,192.8755646,16368,1950,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
332,Hanson Stadium,Forest Grove,OR,NULL,US,NULL,NULL,NULL,NULL,1100,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
333,Hantz Stadium,Midland,MI,65565,US,NULL,NULL,NULL,NULL,2500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
334,Hardee-McGee Field,Sewanee,TN,37383,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
335,Hard Rock Stadium,Miami Gardens,FL,33299,US,America/New_York,NULL,NULL,2.624486446,64767,1987,0,0,2024-04-23 01:47:52,2024-04-23 01:47:52
336,Harley Knosher Bowl,Galesburg,IL,61401,US,NULL,NULL,NULL,NULL,6000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
337,Harms-Eischeid Stadium,Fayette,IA,52142,US,NULL,NULL,NULL,NULL,3500,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
338,Harper Davis Field,Jackson,MS,39202,US,NULL,NULL,NULL,NULL,3000,NULL,NULL,0,2024-04-23 01:47:52,2024-04-23 01:47:52
