374,Kentucky,Tennessee,Tennessee,44,182,2021-11-07 03:00:00,1
375,Fresno State,Boise State,Boise State,44,129,2021-11-07 03:00:00,1
376,Iowa State,Texas,Iowa State,44,380,2021-11-07 03:30:00,1
377,Pittsburgh,North Carolina,Pittsburgh,45,342,2021-11-12 05:30:00,1
378,Penn State,Michigan,Michigan,45,73,2021-11-13 22:00:00,1
379,Baylor,Oklahoma,Baylor,45,493,2021-11-13 22:00:00,1
380,Auburn,Mississippi State,Mississippi State,45,409,2021-11-13 22:00:00,1
381,SMU,UCF,SMU,45,308,2021-11-13 22:00:00,1
382,Tennessee,Georgia,Georgia,45,543,2021-11-14 01:30:00,1
383,Iowa,Minnesota,Iowa,45,425,2021-11-14 01:30:00,1
384,Ole Miss,Texas A&M,Ole Miss,45,765,2021-11-14 05:00:00,1
385,Wake Forest,NC State,Wake Forest,45,69,2021-11-14 05:30:00,1
386,Virginia,Notre Dame,Notre Dame,45,660,2021-11-14 05:30:00,1
387,Ohio State,Michigan State,Ohio State,46,553,2021-11-20 22:00:00,1
388,Clemson,Wake Forest,Clemson,46,500,2021-11-20 22:00:00,1
389,Alabama,Arkansas,Alabama,46,123,2021-11-21 01:30:00,1
390,Cincinnati,SMU,Cincinnati,46,544,2021-11-21 01:30:00,1
391,Maryland,Michigan,Michigan,46,482,2021-11-21 01:30:00,1
392,Pittsburgh,Virginia,Pittsburgh,46,342,2021-11-21 01:30:00,1
393,UT San Antonio,UAB,UT San Antonio,46,11,2021-11-21 01:30:00,1
394,Kansas State,Baylor,Baylor,46,85,2021-11-21 03:30:00,1
395,Utah,Oregon,Utah,46,611,2021-11-21 05:30:00,1
396,Oregon State,Arizona State,Oregon State,46,606,2021-11-21 08:30:00,1
397,San Diego State,Boise State,San Diego State,47,712,2021-11-26 22:00:00,1
398,Michigan,Ohio State,Michigan,47,521,2021-11-27 22:00:00,1
399,Florida,Florida State,Florida,47,77,2021-11-27 22:00:00,1
400,Oregon,Oregon State,Oregon,47,60,2021-11-28 01:30:00,1
401,Marshall,Western Kentucky,Western Kentucky,47,394,2021-11-28 01:30:00,1
402,Virginia,Virginia Tech,Virginia Tech,47,660,2021-11-28 01:45:00,1
403,Minnesota,Wisconsin,Minnesota,47,722,2021-11-28 02:00:00,1
404,Oklahoma State,Oklahoma,Oklahoma State,47,106,2021-11-28 05:30:00,1
405,Louisville,Kentucky,Kentucky,47,567,2021-11-28 05:30:00,1
406,South Carolina,Clemson,Clemson,47,804,2021-11-28 05:30:00,1
407,UT San Antonio,Western Kentucky,UT San Antonio,48,11,2021-12-04 05:00:00,1
408,Utah,Oregon,Utah,48,19,2021-12-04 06:00:00,1
409,Oklahoma State,Baylor,Baylor,48,56,2021-12-04 22:00:00,1
410,Northern Illinois,Kent State,Northern Illinois,48,278,2021-12-04 22:00:00,1
411,San Diego State,Utah State,Utah State,48,712,2021-12-05 01:00:00,1
412,Louisiana,Appalachian State,Louisiana,48,137,2021-12-05 01:30:00,1
413,Alabama,Georgia,Alabama,48,515,2021-12-05 02:00:00,1
414,Cincinnati,Houston,Cincinnati,48,544,2021-12-05 02:00:00,1
415,Iowa,Michigan,Michigan,48,466,2021-12-05 06:00:00,1
416,Wake Forest,Pittsburgh,Pittsburgh,48,65,2021-12-05 06:00:00,1
417,Toledo,Middle Tennessee,Middle Tennessee,50,729,2021-12-17 22:00:00,1
418,Coastal Carolina,Northern Illinois,Coastal Carolina,50,557,2021-12-18 04:00:00,1
419,Appalachian State,Western Kentucky,Western Kentucky,50,265,2021-12-18 21:00:00,1
420,Fresno State,UTEP,Fresno State,50,757,2021-12-19 00:15:00,1
421,BYU,UAB,UAB,50,370,2021-12-19 01:30:00,1
422,Liberty,Eastern Michigan,Liberty,50,330,2021-12-19 03:45:00,1
423,Oregon State,Utah State,Utah State,50,682,2021-12-19 05:30:00,1
424,Marshall,Louisiana,Louisiana,50,516,2021-12-19 07:15:00,1
425,Tulsa,Old Dominion,Tulsa,50,118,2021-12-21 00:30:00,1
426,Wyoming,Kent State,Wyoming,50,14,2021-12-22 01:30:00,1
427,San Diego State,UT San Antonio,San Diego State,50,743,2021-12-22 05:30:00,1
428,Army,Missouri,Army,50,37,2021-12-23 06:00:00,1
429,Miami (OH),North Texas,Miami (OH),50,743,2021-12-24 01:30:00,1
430,Florida,UCF,UCF,50,599,2021-12-24 05:00:00,1
431,Ball State,Georgia State,Georgia State,50,196,2021-12-26 00:30:00,1
432,Nevada,Western Michigan,Western Michigan,50,278,2021-12-27 21:00:00,1
433,Auburn,Houston,Houston,50,585,2021-12-28 22:00:00,1
434,Louisville,Air Force,Air Force,50,308,2021-12-29 01:15:00,1
435,Texas Tech,Mississippi State,Texas Tech,50,455,2021-12-29 04:45:00,1
436,Minnesota,West Virginia,Minnesota,50,167,2021-12-29 08:15:00,1
437,Virginia Tech,Maryland,Maryland,50,813,2021-12-30 00:15:00,1
438,Iowa State,Clemson,Clemson,50,142,2021-12-30 03:45:00,1
439,Oklahoma,Oregon,Oklahoma,50,11,2021-12-30 07:15:00,1
440,South Carolina,North Carolina,South Carolina,50,65,2021-12-30 21:30:00,1
441,Purdue,Tennessee,Purdue,50,545,2021-12-31 01:00:00,1
442,Michigan State,Pittsburgh,Michigan State,50,515,2021-12-31 05:00:00,1
443,Arizona State,Wisconsin,Wisconsin,50,19,2021-12-31 08:30:00,1
444,Alabama,Cincinnati,Alabama,50,56,2022-01-01 01:30:00,1
445,Michigan,Georgia,Georgia,50,335,2022-01-01 05:30:00,1
446,Arkansas,Penn State,Arkansas,50,599,2022-01-01 22:00:00,1
447,Notre Dame,Oklahoma State,Oklahoma State,50,756,2022-01-01 23:00:00,1
448,Kentucky,Iowa,Kentucky,50,142,2022-01-01 23:00:00,1
449,Ohio State,Utah,Ohio State,50,635,2022-01-02 03:00:00,1
450,Ole Miss,Baylor,Baylor,50,516,2022-01-02 06:45:00,1
451,Kansas State,LSU,Kansas State,50,548,2022-01-05 07:00:00,1
452,Alabama,Georgia,Alabama,50,56,2022-01-01 01:30:00,1
453,Pittsburgh,West Virginia,Pittsburgh,51,342,2022-09-02 03:00:00,1
454,Appalachian State,North Carolina,North Carolina,51,424,2022-09-03 20:00:00,1
455,Georgia,Oregon,Georgia,51,515,2022-09-03 23:30:00,1
456,Arkansas,Cincinnati,Arkansas,51,222,2022-09-03 23:30:00,1
457,UT San Antonio,Houston,Houston,51,11,2022-09-03 23:30:00,1
458,Florida,Utah,Florida,51,77,2022-09-04 03:00:00,1
459,Coastal Carolina,Army,Coastal Carolina,51,118,2022-09-04 03:00:00,1
460,Ohio State,Notre Dame,Ohio State,51,553,2022-09-04 03:30:00,1
461,Oregon State,Boise State,Oregon State,51,606,2022-09-04 06:30:00,1
462,LSU,Florida State,LSU,51,516,2022-09-05 03:30:00,1
463,Texas,Alabama,Alabama,52,206,2022-09-10 20:00:00,1
464,Texas A&M,Appalachian State,Appalachian State,52,433,2022-09-10 23:30:00,1
465,Pittsburgh,Tennessee,Tennessee,52,342,2022-09-10 23:30:00,1
466,Texas Tech,Houston,Texas Tech,52,407,2022-09-11 00:00:00,1
467,Iowa,Iowa State,Iowa State,52,425,2022-09-11 00:00:00,1
468,Florida,Kentucky,Kentucky,52,77,2022-09-11 03:00:00,1
469,Stanford,USC,USC,52,701,2022-09-11 03:30:00,1
470,BYU,Baylor,BYU,52,441,2022-09-11 06:15:00,1
471,Fresno State,Oregon State,Oregon State,52,129,2022-09-11 06:30:00,1
472,Arizona,Mississippi State,Mississippi State,52,47,2022-09-11 07:00:00,1
473,Oregon,BYU,Oregon,53,60,2022-09-17 23:30:00,1
474,Auburn,Penn State,Penn State,53,409,2022-09-17 23:30:00,1
475,Houston,Kansas,Kansas,53,404,2022-09-18 00:00:00,1
476,LSU,Mississippi State,LSU,53,731,2022-09-18 02:00:00,1
477,Washington,Michigan State,Washington,53,366,2022-09-18 03:30:00,1
478,Texas,UT San Antonio,Texas,53,206,2022-09-18 04:00:00,1
479,Texas A&M,Miami,Texas A&M,53,433,2022-09-18 05:00:00,1
480,Utah,San Diego State,Utah,53,611,2022-09-18 06:00:00,1
481,USC,Fresno State,USC,53,463,2022-09-18 06:30:00,1
482,Arizona,North Dakota State,Arizona,53,47,2022-09-18 07:00:00,1
483,Wake Forest,Clemson,Clemson,54,69,2022-09-24 20:00:00,1
484,SMU,TCU,TCU,54,308,2022-09-24 20:00:00,1
485,Kansas,Duke,Kansas,54,500,2022-09-24 20:00:00,1
486,Tennessee,Florida,Tennessee,54,543,2022-09-24 23:30:00,1
487,North Carolina,Notre Dame,Notre Dame,54,416,2022-09-24 23:30:00,1
488,Appalachian State,James Madison,James Madison,54,424,2022-09-24 23:30:00,1
489,Washington State,Oregon,Oregon,54,480,2022-09-25 00:00:00,1
490,Texas A&M,Arkansas,Texas A&M,54,56,2022-09-25 03:00:00,1
491,Ohio State,Wisconsin,Ohio State,54,553,2022-09-25 03:30:00,1
492,Oregon State,USC,USC,54,606,2022-09-25 05:30:00,1
493,UCLA,Washington,UCLA,55,635,2022-10-01 06:30:00,1
494,Ole Miss,Kentucky,Ole Miss,55,765,2022-10-01 20:00:00,1
495,Utah,Oregon State,Utah,55,611,2022-10-01 22:00:00,1
496,Arkansas,Alabama,Alabama,55,222,2022-10-01 23:30:00,1
497,Baylor,Oklahoma State,Oklahoma State,55,493,2022-10-01 23:30:00,1
498,Florida State,Wake Forest,Wake Forest,55,99,2022-10-01 23:30:00,1
499,Kansas,Iowa State,Kansas,55,500,2022-10-01 23:30:00,1
500,Western Kentucky,Troy,Troy,55,359,2022-10-02 03:00:00,1
501,Clemson,NC State,Clemson,55,500,2022-10-02 03:30:00,1
502,San José State,UNLV,San José State,56,689,2022-10-08 06:30:00,1
503,LSU,Tennessee,Tennessee,56,731,2022-10-08 20:00:00,1
504,Kansas,TCU,TCU,56,500,2022-10-08 20:00:00,1
505,Mississippi State,Arkansas,Mississippi State,56,210,2022-10-08 20:00:00,1
506,Oklahoma,Texas,Texas,56,189,2022-10-08 20:00:00,1
507,Maryland,Purdue,Purdue,56,482,2022-10-08 20:00:00,1
508,UCLA,Utah,UCLA,56,635,2022-10-08 23:30:00,1
509,USC,Washington State,USC,56,463,2022-10-09 03:30:00,1
510,Notre Dame,BYU,Notre Dame,56,19,2022-10-09 03:30:00,1
511,NC State,Florida State,NC State,56,154,2022-10-09 04:00:00,1
512,Michigan,Penn State,Michigan,57,521,2022-10-15 20:00:00,1
513,Oklahoma,Kansas,Oklahoma,57,300,2022-10-15 20:00:00,1
514,Illinois,Minnesota,Illinois,57,500,2022-10-15 20:00:00,1
515,Tennessee,Alabama,Tennessee,57,543,2022-10-15 23:30:00,1
516,TCU,Oklahoma State,TCU,57,37,2022-10-15 23:30:00,1
517,Syracuse,NC State,Syracuse,57,152,2022-10-15 23:30:00,1
518,Florida State,Clemson,Clemson,57,99,2022-10-16 03:30:00,1
519,Utah,USC,Utah,57,611,2022-10-16 04:00:00,1
520,New Mexico State,New Mexico,New Mexico State,57,6,2022-10-16 04:00:00,1
521,Oregon State,Washington State,Oregon State,57,606,2022-10-16 05:00:00,1
522,SMU,Cincinnati,Cincinnati,58,308,2022-10-22 20:00:00,1
523,Baylor,Kansas,Baylor,58,493,2022-10-22 20:00:00,1
524,LSU,Ole Miss,LSU,58,731,2022-10-22 23:30:00,1
525,Oregon,UCLA,Oregon,58,60,2022-10-22 23:30:00,1
526,Oklahoma State,Texas,Oklahoma State,58,106,2022-10-22 23:30:00,1
527,Colorado State,Hawai'i,Colorado State,58,145,2022-10-23 00:00:00,1
528,Alabama,Mississippi State,Alabama,58,123,2022-10-23 03:00:00,1
529,Penn State,Minnesota,Penn State,58,73,2022-10-23 03:30:00,1
530,East Carolina,UCF,East Carolina,58,227,2022-10-23 03:30:00,1
531,TCU,Kansas State,TCU,58,37,2022-10-23 04:00:00,1
532,Southern Mississippi,Louisiana,Southern Mississippi,59,527,2022-10-28 03:30:00,1
533,Penn State,Ohio State,Ohio State,59,73,2022-10-29 20:00:00,1
534,Syracuse,Notre Dame,Notre Dame,59,152,2022-10-29 20:00:00,1
535,Kansas State,Oklahoma State,Kansas State,59,85,2022-10-29 23:30:00,1
536,UCF,Cincinnati,UCF,59,116,2022-10-29 23:30:00,1
537,Iowa,Northwestern,Iowa,59,425,2022-10-29 23:30:00,1
538,UMass,New Mexico State,New Mexico State,59,781,2022-10-29 23:30:00,1
539,Tennessee,Kentucky,Tennessee,59,543,2022-10-30 03:00:00,1
540,North Carolina,Pittsburgh,North Carolina,59,416,2022-10-30 04:00:00,1
541,Fresno State,San Diego State,Fresno State,59,129,2022-10-30 06:30:00,1
542,Washington,Oregon State,Washington,60,366,2022-11-05 06:30:00,1
543,Georgia,Tennessee,Georgia,60,650,2022-11-05 23:30:00,1
544,Kansas,Oklahoma State,Kansas,60,500,2022-11-05 23:30:00,1
545,Pittsburgh,Syracuse,Pittsburgh,60,342,2022-11-05 23:30:00,1
546,Arkansas,Liberty,Liberty,60,222,2022-11-06 00:00:00,1
547,LSU,Alabama,LSU,60,731,2022-11-06 03:00:00,1
548,Kansas State,Texas,Texas,60,85,2022-11-06 03:00:00,1
549,Notre Dame,Clemson,Notre Dame,60,546,2022-11-06 03:30:00,1
550,Louisville,James Madison,Louisville,60,567,2022-11-06 03:30:00,1
551,NC State,Wake Forest,NC State,60,154,2022-11-06 04:00:00,1
552,Cincinnati,East Carolina,Cincinnati,61,544,2022-11-12 06:00:00,1
553,Old Dominion,James Madison,James Madison,61,279,2022-11-12 23:00:00,1
554,Baylor,Kansas State,Kansas State,61,493,2022-11-13 05:00:00,1
555,Illinois,Purdue,Purdue,61,500,2022-11-12 22:00:00,1
556,Ole Miss,Alabama,Alabama,61,765,2022-11-13 01:30:00,1
557,Tulane,UCF,UCF,61,78,2022-11-13 01:30:00,1
558,Texas,TCU,TCU,61,206,2022-11-13 05:30:00,1
559,Wake Forest,North Carolina,North Carolina,61,69,2022-11-13 05:30:00,1
560,Auburn,Texas A&M,Auburn,61,409,2022-11-13 05:30:00,1
561,Syracuse,Florida State,Florida State,61,152,2022-11-13 06:00:00,1
562,Michigan,Illinois,Michigan,62,521,2022-11-19 22:00:00,1
563,Baylor,TCU,TCU,62,493,2022-11-19 22:00:00,1
564,Army,Connecticut,Army,62,92,2022-11-19 22:00:00,1
565,East Carolina,Houston,Houston,62,227,2022-11-20 00:00:00,1
566,Kansas,Texas,Texas,62,500,2022-11-20 01:30:00,1
567,Minnesota,Iowa,Iowa,62,722,2022-11-20 02:00:00,1
568,Oklahoma,Oklahoma State,Oklahoma,62,300,2022-11-20 05:30:00,1
569,UCLA,USC,USC,62,635,2022-11-20 06:00:00,1
570,Wake Forest,Syracuse,Wake Forest,62,69,2022-11-20 06:00:00,1
571,Oregon,Utah,Oregon,62,60,2022-11-20 08:30:00,1
572,Cincinnati,Tulane,Tulane,63,544,2022-11-25 22:00:00,1
573,Florida State,Florida,Florida State,63,99,2022-11-26 05:30:00,1
574,Ohio State,Michigan,Michigan,63,553,2022-11-26 22:00:00,1
575,Clemson,South Carolina,South Carolina,63,500,2022-11-26 22:00:00,1
576,James Madison,Coastal Carolina,James Madison,63,114,2022-11-26 22:00:00,1
577,Kentucky,Louisville,Kentucky,63,182,2022-11-27 01:00:00,1
578,Oregon State,Oregon,Oregon State,63,606,2022-11-27 01:30:00,1
579,Duke,Wake Forest,Duke,63,775,2022-11-27 01:30:00,1
580,USC,Notre Dame,USC,63,463,2022-11-27 05:30:00,1
581,Kansas State,Kansas,Kansas State,63,85,2022-11-27 06:00:00,1
582,UT San Antonio,North Texas,UT San Antonio,64,11,2022-12-03 05:30:00,1
583,USC,Utah,Utah,64,19,2022-12-03 06:00:00,1
584,TCU,Kansas State,Kansas State,64,56,2022-12-03 22:00:00,1
585,Ohio,Toledo,Toledo,64,278,2022-12-03 22:00:00,1
586,Troy,Coastal Carolina,Troy,64,767,2022-12-04 01:30:00,1
587,Georgia,LSU,Georgia,64,515,2022-12-04 02:00:00,1
588,Tulane,UCF,Tulane,64,78,2022-12-04 02:00:00,1
589,Boise State,Fresno State,Fresno State,64,14,2022-12-04 02:00:00,1
590,Michigan,Purdue,Michigan,64,466,2022-12-04 06:00:00,1
591,UAB,Miami (OH),UAB,66,729,2022-12-16 21:30:00,1
592,Troy,UT San Antonio,Troy,66,557,2022-12-17 01:00:00,1
593,Louisville,Cincinnati,Louisville,66,267,2022-12-17 21:00:00,1
594,Oregon State,Florida,Oregon State,66,19,2022-12-18 00:30:00,1
595,Fresno State,Washington State,Fresno State,66,682,2022-12-18 01:30:00,1
596,Southern Mississippi,Rice,Southern Mississippi,66,330,2022-12-18 03:45:00,1
597,BYU,SMU,BYU,66,757,2022-12-18 05:30:00,1
598,Boise State,North Texas,Boise State,66,743,2022-12-18 07:15:00,1
599,Connecticut,Marshall,Marshall,66,118,2022-12-20 00:30:00,1
600,San José State,Eastern Michigan,Eastern Michigan,66,14,2022-12-21 01:30:00,1
601,Toledo,Liberty,Toledo,66,265,2022-12-21 05:30:00,1
602,South Alabama,Western Kentucky,Western Kentucky,66,516,2022-12-22 07:00:00,1
603,Air Force,Baylor,Air Force,66,37,2022-12-23 05:30:00,1
604,Houston,Louisiana,Houston,66,370,2022-12-24 01:00:00,1
605,Missouri,Wake Forest,Wake Forest,66,599,2022-12-24 04:30:00,1
606,San Diego State,Middle Tennessee,Middle Tennessee,66,176,2022-12-25 06:00:00,1
607,Bowling Green,New Mexico State,New Mexico State,66,278,2022-12-27 00:30:00,1
608,Buffalo,Georgia Southern,Buffalo,66,196,2022-12-27 22:00:00,1
609,Utah State,Memphis,Memphis,66,308,2022-12-28 01:15:00,1
610,East Carolina,Coastal Carolina,East Carolina,66,585,2022-12-28 04:45:00,1
611,Oklahoma State,Wisconsin,Wisconsin,66,167,2022-12-28 08:15:00,1
612,Duke,UCF,Duke,66,540,2022-12-29 00:00:00,1
613,Arkansas,Kansas,Arkansas,66,455,2022-12-29 03:30:00,1
614,North Carolina,Oregon,Oregon,66,576,2022-12-29 06:00:00,1
615,Ole Miss,Texas Tech,Texas Tech,66,548,2022-12-29 07:00:00,1
616,Minnesota,Syracuse,Minnesota,66,813,2022-12-30 00:00:00,1
617,Florida State,Oklahoma,Florida State,66,142,2022-12-30 03:30:00,1
618,Washington,Texas,Washington,66,11,2022-12-30 07:00:00,1
619,NC State,Maryland,Maryland,66,65,2022-12-30 22:00:00,1
620,UCLA,Pittsburgh,Pittsburgh,66,715,2022-12-31 00:00:00,1
621,South Carolina,Notre Dame,Notre Dame,66,257,2022-12-31 01:30:00,1
622,Wyoming,Ohio,Ohio,66,47,2022-12-31 02:30:00,1
623,Clemson,Tennessee,Tennessee,66,335,2022-12-31 06:00:00,1
624,Kansas State,Alabama,Alabama,66,516,2022-12-31 22:00:00,1
625,Kentucky,Iowa,Iowa,66,545,2022-12-31 22:00:00,1
626,Michigan,TCU,TCU,66,756,2023-01-01 02:00:00,1
627,Georgia,Ohio State,Georgia,66,515,2023-01-01 06:00:00,1
628,Illinois,Mississippi State,Mississippi State,66,599,2023-01-02 22:00:00,1
629,USC,Tulane,Tulane,66,56,2023-01-02 23:00:00,1
630,Purdue,LSU,LSU,66,142,2023-01-02 23:00:00,1
631,Utah,Penn State,Penn State,66,635,2023-01-03 03:00:00,1
632,Utah,Florida,Utah,67,611,2023-09-01 04:00:00,1
633,Miami,Miami (OH),Miami,67,335,2023-09-02 03:00:00,1
634,Purdue,Fresno State,Fresno State,67,637,2023-09-02 20:00:00,1
635,Washington,Boise State,Washington,67,366,2023-09-02 23:30:00,1
636,Houston,UT San Antonio,Houston,67,404,2023-09-03 03:00:00,1
637,South Carolina,North Carolina,South Carolina,67,65,2023-09-03 03:30:00,1
638,Illinois,Toledo,Illinois,67,500,2023-09-03 03:30:00,1
639,Tulane,South Alabama,Tulane,67,78,2023-09-03 04:00:00,1
640,Florida State,LSU,Florida State,67,142,2023-09-04 03:30:00,1
641,Duke,Clemson,Duke,67,775,2023-09-05 04:00:00,1
642,NC State,Notre Dame,Notre Dame,68,154,2023-09-09 20:00:00,1
643,Virginia,James Madison,James Madison,68,660,2023-09-09 20:00:00,1
644,Tulane,Ole Miss,Ole Miss,68,78,2023-09-09 23:30:00,1
645,Miami,Texas A&M,Miami,68,335,2023-09-09 23:30:00,1
646,UT San Antonio,Texas State,UT San Antonio,68,11,2023-09-09 23:30:00,1
647,Alabama,Texas,Texas,68,123,2023-09-10 03:00:00,1
648,Texas Tech,Oregon,Oregon,68,407,2023-09-10 03:00:00,1
649,Boise State,UCF,UCF,68,14,2023-09-10 03:00:00,1
650,Mississippi State,Arizona,Mississippi State,68,210,2023-09-10 03:30:00,1
651,Arizona State,Oklahoma State,Oklahoma State,68,716,2023-09-10 06:30:00,1
652,Missouri,Kansas State,Missouri,69,264,2023-09-16 20:00:00,1
653,Georgia,South Carolina,Georgia,69,650,2023-09-16 23:30:00,1
654,North Carolina,Minnesota,North Carolina,69,416,2023-09-16 23:30:00,1
655,Michigan State,Washington,Washington,69,689,2023-09-17 01:00:00,1
656,Florida,Tennessee,Florida,69,77,2023-09-17 03:00:00,1
657,Troy,James Madison,James Madison,69,767,2023-09-17 03:00:00,1
658,Arkansas,BYU,BYU,69,222,2023-09-17 03:30:00,1
659,West Virginia,Pittsburgh,West Virginia,69,531,2023-09-17 03:30:00,1
660,Houston,TCU,TCU,69,404,2023-09-17 04:00:00,1
661,Arizona State,Fresno State,Fresno State,69,716,2023-09-17 06:30:00,1
662,Clemson,Florida State,Florida State,70,500,2023-09-23 20:00:00,1
663,Troy,Western Kentucky,Troy,70,767,2023-09-23 20:00:00,1
664,TCU,SMU,TCU,70,37,2023-09-23 20:00:00,1
665,Oregon,Colorado,Oregon,70,60,2023-09-23 23:30:00,1
666,Utah,UCLA,Utah,70,611,2023-09-23 23:30:00,1
667,Alabama,Ole Miss,Alabama,70,123,2023-09-23 23:30:00,1
668,Washington State,Oregon State,Washington State,70,480,2023-09-24 03:00:00,1
669,Wyoming,Appalachian State,Wyoming,70,779,2023-09-24 03:00:00,1
670,Notre Dame,Ohio State,Ohio State,70,546,2023-09-24 03:30:00,1
671,Penn State,Iowa,Penn State,70,73,2023-09-24 03:30:00,1
672,Oregon State,Utah,Oregon State,71,606,2023-09-30 05:00:00,1
673,James Madison,South Alabama,James Madison,71,114,2023-09-30 20:00:00,1
674,Auburn,Georgia,Georgia,71,409,2023-09-30 23:30:00,1
675,Texas,Kansas,Texas,71,206,2023-09-30 23:30:00,1
676,UCF,Baylor,Baylor,71,116,2023-09-30 23:30:00,1
677,Memphis,Boise State,Memphis,71,455,2023-10-01 00:00:00,1
678,Ole Miss,LSU,Ole Miss,71,765,2023-10-01 02:00:00,1
679,Rice,East Carolina,Rice,71,612,2023-10-01 03:00:00,1
680,Duke,Notre Dame,Notre Dame,71,775,2023-10-01 03:30:00,1
681,TCU,West Virginia,West Virginia,71,37,2023-10-01 04:00:00,1
682,Virginia,William & Mary,Virginia,72,660,2023-10-07 20:00:00,1
683,Texas,Oklahoma,Oklahoma,72,189,2023-10-07 20:00:00,1
684,Missouri,LSU,LSU,72,264,2023-10-07 20:00:00,1
685,Army,Boston College,Boston College,72,92,2023-10-07 20:00:00,1
686,NC State,Marshall,NC State,72,154,2023-10-07 22:00:00,1
687,UCLA,Washington State,UCLA,72,635,2023-10-07 23:00:00,1
688,Texas A&M,Alabama,Alabama,72,433,2023-10-07 23:30:00,1
689,Georgia,Kentucky,Georgia,72,650,2023-10-08 03:00:00,1
690,Louisville,Notre Dame,Louisville,72,567,2023-10-08 03:37:00,1
691,Wyoming,Fresno State,Wyoming,72,779,2023-10-08 04:00:00,1
692,Washington,Oregon,Washington,73,366,2023-10-14 23:30:00,1
693,Tennessee,Texas A&M,Tennessee,73,543,2023-10-14 23:30:00,1
694,Oklahoma State,Kansas,Oklahoma State,73,106,2023-10-14 23:30:00,1
695,Wisconsin,Iowa,Iowa,73,143,2023-10-15 00:00:00,1
696,Washington State,Arizona,Arizona,73,480,2023-10-15 03:00:00,1
697,Texas Tech,Kansas State,Kansas State,73,407,2023-10-15 03:00:00,1
698,Notre Dame,USC,Notre Dame,73,546,2023-10-15 03:30:00,1
699,North Carolina,Miami,North Carolina,73,416,2023-10-15 03:30:00,1
700,Oregon State,UCLA,Oregon State,73,606,2023-10-15 04:00:00,1
701,Idaho,Montana,Montana,73,423,2023-10-15 06:30:00,1
702,Marshall,James Madison,James Madison,74,394,2023-10-20 03:00:00,1
703,Ohio State,Penn State,Ohio State,74,553,2023-10-21 20:00:00,1
704,Tennessee,Alabama,Tennessee,74,123,2023-10-21 23:30:00,1
705,West Virginia,Oklahoma State,Oklahoma State,74,531,2023-10-21 23:30:00,1
706,Miami (OH),Toledo,Toledo,74,810,2023-10-22 00:00:00,1
707,Michigan State,Michigan,Michigan,74,689,2023-10-22 03:30:00,1
708,Florida State,Duke,Florida State,74,99,2023-10-22 03:30:00,1
709,LSU,Army,LSU,74,731,2023-10-22 03:30:00,1
710,USC,Utah,Utah,74,463,2023-10-22 04:00:00,1
711,Miami,Clemson,Miami,74,335,2023-10-22 04:00:00,1
712,Kansas,Oklahoma,Kansas,75,500,2023-10-28 20:00:00,1
713,Florida,Georgia,Georgia,75,257,2023-10-28 23:30:00,1
714,Texas,BYU,Texas,75,206,2023-10-28 23:30:00,1
715,Utah,Oregon,Oregon,75,611,2023-10-28 23:30:00,1
716,Louisville,Duke,Louisville,75,567,2023-10-28 23:30:00,1
717,Ohio,Miami (OH),Miami (OH),75,574,2023-10-28 23:30:00,1
718,Kentucky,Tennessee,Tennessee,75,182,2023-10-29 03:00:00,1
719,Wisconsin,Ohio State,Ohio State,75,143,2023-10-29 03:30:00,1
720,Arizona,Oregon State,Arizona,75,47,2023-10-29 06:30:00,1
721,Fresno State,UNLV,Fresno State,75,129,2023-10-29 06:30:00,1
722,Texas,Kansas State,Texas,76,206,2023-11-04 20:00:00,1
723,Clemson,Notre Dame,Clemson,76,500,2023-11-04 20:00:00,1
724,South Carolina,Jacksonville State,South Carolina,76,804,2023-11-04 20:00:00,1
725,Georgia,Missouri,Georgia,76,650,2023-11-04 23:30:00,1
726,Oklahoma State,Oklahoma,Oklahoma State,76,106,2023-11-04 23:30:00,1
727,Georgia State,James Madison,James Madison,76,307,2023-11-04 23:30:00,1
728,Iowa State,Kansas,Kansas,76,380,2023-11-05 03:00:00,1
729,USC,Washington,Washington,76,463,2023-11-05 03:30:00,1
730,Alabama,LSU,Alabama,76,123,2023-11-05 03:45:00,1
731,Arizona,UCLA,Arizona,76,47,2023-11-05 07:30:00,1
732,Penn State,Michigan,Michigan,77,73,2023-11-11 22:00:00,1
733,Florida State,Miami,Florida State,77,99,2023-11-12 01:30:00,1
734,Washington,Utah,Washington,77,366,2023-11-12 01:30:00,1
735,Missouri,Tennessee,Missouri,77,264,2023-11-12 01:30:00,1
736,UCF,Oklahoma State,UCF,77,116,2023-11-12 01:30:00,1
737,Iowa,Rutgers,Iowa,77,425,2023-11-12 01:30:00,1
738,Georgia,Ole Miss,Georgia,77,650,2023-11-12 05:00:00,1
739,Oklahoma,West Virginia,Oklahoma,77,300,2023-11-12 05:00:00,1
740,North Carolina,Duke,North Carolina,77,416,2023-11-12 06:00:00,1
741,Oregon,USC,Oregon,77,60,2023-11-12 08:30:00,1
742,Lehigh,Lafayette,Lafayette,78,317,2023-11-18 22:00:00,1
743,Yale,Harvard,Yale,78,812,2023-11-18 22:00:00,1
744,William & Mary,Richmond,Richmond,78,816,2023-11-18 23:00:00,1
745,Montana,Montana State,Montana,78,783,2023-11-19 00:00:00,1
746,Arizona,Utah,Arizona,78,47,2023-11-19 00:30:00,1
