127,Mississippi State,SEC,fbs,#762123,#c8c8c8,NULL,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png,@HailStateFB
128,Mississippi Valley State,SWAC,fcs,#005328,#cf2d34,NULL,Delta Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2400.png,@MSValleyFB
129,Missouri,SEC,fbs,#000000,#000000,NULL,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png,@MizzouFootball
130,Missouri State,MVFC,fcs,#5F0000,#e8e8e8,NULL,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png,@MOStateFootball
131,Monmouth,CAA,fcs,#051844,NULL,NULL,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2405.png,@MUHawksFB
132,Montana,Big Sky,fcs,#751D4A,#666666,NULL,Grizzlies,http://a.espncdn.com/i/teamlogos/ncaa/500/149.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/149.png,@MontanaGrizFB
133,Montana State,Big Sky,fcs,#003875,#bf965c,NULL,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/147.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/147.png,@MSUBobcatsFB
134,Morehead State,Pioneer,fcs,#094FA3,#fed91a,NULL,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2413.png,@MSUEaglesFB
135,Morgan State,MEAC,fcs,#014786,#f47937,NULL,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png,@MorganStateFB
136,Murray State,MVFC,fcs,#002148,#000e00,NULL,Racers,http://a.espncdn.com/i/teamlogos/ncaa/500/93.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/93.png,@RacersFootball
137,Navy,American Athletic,fbs,#131630,#b6a77c,NULL,Midshipmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png,@NavyFB
138,NC State,ACC,fbs,#EF1216,#231f20,NULL,Wolfpack,http://a.espncdn.com/i/teamlogos/ncaa/500/152.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png,@PackFootball
139,Nebraska,Big Ten,fbs,#F20017,#f5f1e7,NULL,Cornhuskers,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png,@HuskerFBNation
140,Nevada,Mountain West,fbs,#153E5F,#8e9295,NULL,Wolf Pack,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png,@NevadaFootball
141,New Hampshire,CAA,fcs,#004990,#c3c4c6,NULL,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/160.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/160.png,@UNH_Football
142,New Mexico,Mountain West,fbs,#000000,#231f20,NULL,Lobos,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/167.png,@UNMLoboFB
143,New Mexico State,Conference USA,fbs,#891216,#000000,NULL,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png,@NMStateFootball
144,Nicholls,Southland,fcs,#C41230,#f0f0f0,NULL,Colonels,http://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2447.png,@Nicholls_FB
145,Norfolk State,MEAC,fcs,#046546,NULL,NULL,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2450.png,@NSU_FB
146,North Alabama,UAC,fcs,#000000,NULL,NULL,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2453.png,@UNAFootball
147,North Carolina,ACC,fbs,#99bfe5,#13294b,NULL,Tar Heels,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png,@UNCFootball
148,North Carolina A&T,CAA,fcs,#0505aa,#004684,NULL,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2448.png,@Football_NCAT
149,North Carolina Central,MEAC,fcs,#880023,#c2c3c0,NULL,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2428.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2428.png,@NCCU_Football
150,North Dakota,MVFC,fcs,#00A26B,#c2c3c0,NULL,Fighting Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/155.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/155.png,@UNDFootball
151,North Dakota State,MVFC,fcs,#01402A,#ffffff,NULL,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2449.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2449.png,@NDSUFootball
152,Northern Arizona,Big Sky,fcs,#003976,#1b3069,NULL,Lumberjacks,http://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2464.png,@NAU_Football
153,Northern Colorado,Big Sky,fcs,#13558D,#ffc533,NULL,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2458.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2458.png,@UNCBearsFB
154,Northern Illinois,Mid-American,fbs,#F1122C,#cc0000,NULL,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2459.png,@NIU_Football
155,Northern Iowa,MVFC,fcs,#473282,#ffffff,NULL,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png,@UNIFootball
156,North Texas,American Athletic,fbs,#00853D,#000000,NULL,Mean Green,http://a.espncdn.com/i/teamlogos/ncaa/500/249.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png,@MeanGreenFB
157,Northwestern,Big Ten,fbs,#372286,#d6cac1,NULL,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/77.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png,@NUFBFamily
158,Northwestern State,Southland,fcs,#492F91,#ed6118,NULL,Demons,http://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2466.png,@NSUDemonsFB
159,Notre Dame,FBS Independents,fbs,#00122b,#ae9142,NULL,Fighting Irish,http://a.espncdn.com/i/teamlogos/ncaa/500/87.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png,@NDFootball
160,Ohio,Mid-American,fbs,#295A29,#e4bb85,NULL,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/195.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png,@OhioFootball
161,Ohio State,Big Ten,fbs,#DE3121,#666666,NULL,Buckeyes,http://a.espncdn.com/i/teamlogos/ncaa/500/194.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png,@OhioStateFB
162,Oklahoma,Big 12,fbs,#7b0000,#cccccc,NULL,Sooners,http://a.espncdn.com/i/teamlogos/ncaa/500/201.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png,@OU_Football
163,Oklahoma State,Big 12,fbs,#FF6500,#ff9900,NULL,Cowboys,http://a.espncdn.com/i/teamlogos/ncaa/500/197.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png,@CowboyFB
164,Old Dominion,Sun Belt,fbs,#00507d,#a1d2f1,NULL,Monarchs,http://a.espncdn.com/i/teamlogos/ncaa/500/295.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png,@ODUFootball
165,Ole Miss,SEC,fbs,#001148,#00205b,NULL,Rebels,http://a.espncdn.com/i/teamlogos/ncaa/500/145.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png,@OleMissFB
166,Oregon,Pac-12,fbs,#044520,#fee123,NULL,Ducks,http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png,@OregonFootball
167,Oregon State,Pac-12,fbs,#c34500,#dea076,NULL,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/204.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/204.png,@BeaverFootball
168,Penn State,Big Ten,fbs,#041E42,#ffffff,NULL,Nittany Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/213.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png,@PennStateFball
169,Pennsylvania,Ivy,fcs,#082A74,#a6163d,NULL,Quakers,http://a.espncdn.com/i/teamlogos/ncaa/500/219.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/219.png,@PENNfb
170,Pittsburgh,ACC,fbs,#003263,#231f20,NULL,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/221.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png,@Pitt_FB
171,Portland State,Big Sky,fcs,#00311e,#ebebeb,NULL,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2502.png,@PSUViksFB
172,Prairie View,SWAC,fcs,#4d0960,NULL,NULL,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png,@PVAMU_Football
173,Presbyterian College,Pioneer,fcs,#194896,#990134,NULL,Blue Hose,http://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2506.png,@BlueHoseFtball
174,Princeton,Ivy,fcs,#ff9408,#080808,NULL,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/163.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/163.png,@PUTigerFootball
175,Purdue,Big Ten,fbs,#B89D29,#a4a9ad,NULL,Boilermakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png,@BoilerFootball
176,Rhode Island,CAA,fcs,#091f3f,#5ab3e8,NULL,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/227.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/227.png,@RhodyFootball
177,Rice,American Athletic,fbs,#003D7D,#d1d5d8,NULL,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/242.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png,@RiceFootball
178,Richmond,CAA,fcs,#9e0712,#b90b2e,NULL,Spiders,http://a.espncdn.com/i/teamlogos/ncaa/500/257.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/257.png,@SpiderFootball
179,Robert Morris,Big South-OVC,fcs,#00214D,#a21d2b,NULL,Colonials,http://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2523.png,@RMUFootball
180,Rutgers,Big Ten,fbs,#d21034,#ffffff,NULL,Scarlet Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/164.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png,@Rfootball
181,Sacramento State,Big Sky,fcs,#00573C,#cdb97d,NULL,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/16.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/16.png,@SacHornetsFB
182,Sacred Heart,NEC,fcs,#a40012,#c29472,NULL,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2529.png,@SHU__Football
183,Samford,Southern,fcs,#005485,#bc0023,NULL,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2535.png,@SamfordFootball
184,Sam Houston State,Conference USA,fbs,#fe5000,#000000,NULL,Bearkats,http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2534.png,@BearkatsFB
185,San Diego,Pioneer,fcs,#2f99d4,#2f99d4,NULL,Toreros,http://a.espncdn.com/i/teamlogos/ncaa/500/301.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/301.png,@USDFootball
186,San Diego State,Mountain West,fbs,#BF2C37,#a8996e,NULL,Aztecs,http://a.espncdn.com/i/teamlogos/ncaa/500/21.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png,@AztecFB
187,San José State,Mountain West,fbs,#005893,#fdba31,NULL,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/23.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png,@SanJoseStateFB
188,SMU,American Athletic,fbs,#E32F38,#ecdcb9,NULL,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2567.png,@SMUFB
189,South Alabama,Sun Belt,fbs,#003E7E,NULL,NULL,Jaguars,http://a.espncdn.com/i/teamlogos/ncaa/500/6.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png,@SouthAlabamaFB
190,South Carolina,SEC,fbs,#670010,#000000,NULL,Gamecocks,http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png,@GamecockFB
191,South Carolina State,MEAC,fcs,#7d1315,#104897,NULL,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2569.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2569.png,@SCState_FB
192,South Dakota,MVFC,fcs,#CD1241,#f0f0f0,NULL,Coyotes,http://a.espncdn.com/i/teamlogos/ncaa/500/233.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/233.png,@SDCoyotesFB
193,South Dakota State,MVFC,fcs,#005DAB,#c33139,NULL,Jackrabbits,http://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2571.png,@GoJacksFB
194,Southeastern Louisiana,Southland,fcs,#215732,#ffc72c,NULL,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2545.png,@SLUFootball
195,Southeast Missouri State,Big South-OVC,fcs,#cc0000,#080808,NULL,Redhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2546.png,@SEMOFootball
196,Southern,SWAC,fcs,#004B97,#ffc82d,NULL,Jaguars,http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png,@SouthernUsports
197,Southern Illinois,MVFC,fcs,#85283D,#c2c3c0,NULL,Salukis,http://a.espncdn.com/i/teamlogos/ncaa/500/79.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png,@SIU_Football
198,Southern Mississippi,Sun Belt,fbs,#FFAA3C,#ffc423,NULL,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png,@SouthernMissFB
199,Southern Utah,UAC,fcs,#d10000,#c2c3c0,NULL,Thunderbirds,http://a.espncdn.com/i/teamlogos/ncaa/500/253.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/253.png,@SUUFB
200,South Florida,American Athletic,fbs,#004A36,#231f20,NULL,Bulls,http://a.espncdn.com/i/teamlogos/ncaa/500/58.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png,@USFFootball
201,Stanford,Pac-12,fbs,#A80532,#ffffff,NULL,Cardinal,http://a.espncdn.com/i/teamlogos/ncaa/500/24.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png,@StanfordFball
202,Stephen F. Austin,UAC,fcs,#393996,#bec0c2,NULL,Lumberjacks,http://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2617.png,@SFA_Football
203,Stetson,Pioneer,fcs,#0a5640,#56854e,NULL,Hatters,http://a.espncdn.com/i/teamlogos/ncaa/500/56.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/56.png,@StetsonFootball
204,St Francis (PA),NEC,fcs,#a20012,NULL,NULL,Red Flash,http://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2598.png,@RedFlashFB
205,Stonehill,NEC,fcs,#000000,NULL,NULL,Chieftains,http://a.espncdn.com/i/teamlogos/ncaa/500/284.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/284.png,@StonehillFB
206,Stony Brook,CAA,fcs,#990000,NULL,NULL,Seawolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2619.png,@StonyBrookFB
207,St. Thomas (MN),Pioneer,fcs,#000000,NULL,NULL,Tommies,http://a.espncdn.com/i/teamlogos/ncaa/500/2900.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2900.png,@UST_Football
208,Syracuse,ACC,fbs,#F37321,#0d1d37,NULL,Orange,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png,@CuseFootball
209,Tarleton State,UAC,fcs,#000000,NULL,NULL,Texans,http://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2627.png,@TarletonFB
210,TCU,Big 12,fbs,#3C377D,#f1f2f3,NULL,Horned Frogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2628.png,@TCUFootball
211,Temple,American Athletic,fbs,#A80532,#a7a9ac,NULL,Owls,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png,@Temple_FB
212,Tennessee,SEC,fbs,#EE9627,#ffffff,NULL,Volunteers,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png,@Vol_Football
213,Tennessee State,Big South-OVC,fcs,#171796,#f0f0f0,NULL,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2634.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2634.png,@TSU_Football
214,Tennessee Tech,Big South-OVC,fcs,#5A4099,#ffde00,NULL,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png,@TNTechFootball
215,Texas,Big 12,fbs,#EE7524,#f0f0f0,NULL,Longhorns,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png,@TexasFootball
216,Texas A&M,SEC,fbs,#5C0025,#ffffff,NULL,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/245.png,@AggieFootball
217,Texas A&M-Commerce,Southland,fcs,#000000,NULL,NULL,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2837.png,NULL
218,Texas Southern,SWAC,fcs,#6A0403,#ebebeb,NULL,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png,@TSUFootball
219,Texas State,Sun Belt,fbs,#4e1719,#b4975a,NULL,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png,@TXStateFootball
220,Texas Tech,Big 12,fbs,#C80025,#231f20,NULL,Red Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png,@TexasTechFB
221,The Citadel,Southern,fcs,#002b5c,#f0f0f0,NULL,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2643.png,@CitadelFootball
222,Toledo,Mid-American,fbs,#15397F,#FFDA00,NULL,Rockets,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png,@ToledoFB
223,Towson,CAA,fcs,#FFC229,NULL,NULL,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/119.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/119.png,@Towson_FB
224,Troy,Sun Belt,fbs,#AE0210,#88898c,NULL,Trojans,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png,@TroyTrojansFB
225,Tulane,American Athletic,fbs,#005837,#3baf29,NULL,Green Wave,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png,@GreenWaveFB
226,Tulsa,American Athletic,fbs,#004371,#ee3b33,NULL,Golden Hurricane,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png,@TulsaFootball
227,UAB,American Athletic,fbs,#003b28,#ffc845,NULL,Blazers,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png,@UAB_FB
228,UC Davis,Big Sky,fcs,#002855,#c3c4c6,NULL,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/302.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/302.png,@UCDfootball
229,UCF,Big 12,fbs,#000000,#231f20,NULL,Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2116.png,@UCF_Football
230,UCLA,Pac-12,fbs,#005C8E,#ffc72c,NULL,Bruins,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png,@UCLAFootball
231,UMass,FBS Independents,fbs,#971B2F,#572932,NULL,Minutemen,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/113.png,@UMassFootball
232,UNLV,Mountain West,fbs,#000000,#c2c4c6,NULL,Rebels,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png,@UNLVFootball
233,USC,Pac-12,fbs,#ffc72c,#ae2531,NULL,Trojans,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png,@uscfb
234,Utah,Pac-12,fbs,#890012,#7e8083,NULL,Utes,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png,@Utah_Football
235,Utah State,Mountain West,fbs,#003263,#949ca1,NULL,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png,@USUFootball
236,Utah Tech,UAC,fcs,#000000,NULL,NULL,Trailblazers,http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3101.png,@UtahTechFB
237,UTEP,Conference USA,fbs,#ff8200,#041e42,NULL,Miners,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png,@UTEPFB
238,UT Martin,Big South-OVC,fcs,#FF6700,#102a5c,NULL,Skyhawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2630.png,@UTM_FOOTBALL
239,UT San Antonio,American Athletic,fbs,#002A5C,#f47321,NULL,Roadrunners,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png,NULL
240,Valparaiso,Pioneer,fcs,#794500,NULL,NULL,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2674.png,@ValpoUFootball
241,Vanderbilt,SEC,fbs,#000000,#231f20,NULL,Commodores,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png,@VandyFootball
242,Villanova,CAA,fcs,#123d7C,#f0f0f0,NULL,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/222.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/222.png,@NovaFootball
243,Virginia,ACC,fbs,#f84c1e,#ffffff,NULL,Cavaliers,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png,@UVAFootball
244,Virginia Tech,ACC,fbs,#74232D,#c2c1ba,NULL,Hokies,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png,@VT_Football
245,VMI,Southern,fcs,#E52D37,#eec52b,NULL,Keydets,http://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2678.png,@VMI_Football
246,Wagner,NEC,fcs,#00483A,#ffffff,NULL,Seahawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png,@Wagner_Football
247,Wake Forest,ACC,fbs,#9E7E38,#000000,NULL,Demon Deacons,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png,@WakeFB
248,Washington,Pac-12,fbs,#2B2F64,#e8e3d3,NULL,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png,@UW_Football
249,Washington State,Pac-12,fbs,#94022a,#6a747c,NULL,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png,@WSUCougarFB
250,Weber State,Big Sky,fcs,#18005a,#ebebeb,NULL,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2692.png,@WeberStateFB
251,Western Carolina,Southern,fcs,#492F91,#bf9e70,NULL,Catamounts,http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2717.png,@WCU_FB
252,Western Illinois,MVFC,fcs,#4e1e8a,#ffc90a,NULL,Leathernecks,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2710.png,@WIUFootball
