176,101,244,101,17,65,NULL,2019-12-31 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
177,11,67,11,17,715,NULL,2019-12-31 19:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
178,98,137,137,17,455,NULL,2019-12-31 20:45:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
179,75,259,259,17,47,NULL,2019-12-31 21:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
180,215,234,215,17,11,NULL,2020-01-01 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
181,16,126,126,17,599,NULL,2020-01-01 18:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
182,4,123,4,17,142,NULL,2020-01-01 18:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
183,257,166,166,17,635,NULL,2020-01-01 22:10:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
184,19,73,73,17,516,NULL,2020-01-02 01:45:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
185,39,22,39,17,447,NULL,2020-01-02 20:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
186,215,90,215,17,11,NULL,2020-01-01 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
187,140,160,160,17,14,NULL,2020-01-03 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
188,225,198,225,17,37,NULL,2020-01-04 16:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
189,121,108,108,17,370,NULL,2019-12-26 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
190,161,157,161,33,466,NULL,2020-12-19 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
191,93,162,162,33,56,NULL,2020-12-19 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
192,234,249,234,33,611,NULL,2020-12-19 18:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
193,15,2,15,33,92,NULL,2020-12-19 20:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
194,159,40,40,33,65,NULL,2020-12-19 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
195,257,126,257,33,143,NULL,2020-12-19 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
196,187,21,187,33,647,NULL,2020-12-19 21:40:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
197,63,4,4,33,515,NULL,2020-12-20 01:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
198,39,226,39,33,544,NULL,2020-12-20 01:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
199,43,234,234,32,277,NULL,2020-12-12 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
200,121,147,147,32,335,NULL,2020-12-12 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
201,92,257,92,32,425,NULL,2020-12-12 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
202,118,82,118,32,455,NULL,2020-12-12 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
203,67,54,67,32,99,NULL,2020-12-12 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
204,230,233,233,32,635,NULL,2020-12-13 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
205,244,243,244,32,438,NULL,2020-12-13 01:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
206,29,186,29,32,441,NULL,2020-12-13 03:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
207,127,16,16,32,210,NULL,2020-12-13 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
208,19,163,163,32,493,NULL,2020-12-12 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
209,210,163,210,31,37,NULL,2020-12-05 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
210,180,168,168,31,675,NULL,2020-12-05 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
211,225,118,225,31,78,NULL,2020-12-05 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
212,129,12,129,31,264,NULL,2020-12-05 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
213,254,59,59,31,773,NULL,2020-12-05 19:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
214,93,255,93,31,380,NULL,2020-12-05 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
215,257,90,90,31,143,NULL,2020-12-05 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
216,41,29,41,31,118,NULL,2020-12-05 22:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
217,11,230,230,31,716,NULL,2020-12-06 03:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
218,234,167,234,31,611,NULL,2020-12-06 03:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
219,215,93,93,30,206,NULL,2020-11-27 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
220,147,159,159,30,416,NULL,2020-11-27 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
221,123,168,168,30,521,NULL,2020-11-28 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
222,222,18,18,30,312,NULL,2020-11-28 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
223,56,188,56,30,227,NULL,2020-11-28 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
224,4,16,4,30,123,NULL,2020-11-28 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
225,165,127,165,30,765,NULL,2020-11-28 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
226,175,180,180,30,637,NULL,2020-11-28 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
227,161,90,161,29,553,NULL,2020-11-21 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
228,41,7,41,29,118,NULL,2020-11-21 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
229,229,39,39,29,116,NULL,2020-11-21 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
230,157,257,157,29,642,NULL,2020-11-21 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
231,140,186,140,29,473,NULL,2020-11-21 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
232,93,98,93,29,380,NULL,2020-11-21 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
233,162,163,162,29,300,NULL,2020-11-22 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
234,138,105,138,29,154,NULL,2020-11-22 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
235,180,123,123,29,675,NULL,2020-11-22 00:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
236,234,233,233,29,611,NULL,2020-11-22 03:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
237,244,121,121,28,438,NULL,2020-11-14 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
238,139,168,139,28,500,NULL,2020-11-14 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
239,225,15,225,28,78,NULL,2020-11-14 17:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
240,239,237,239,28,11,NULL,2020-11-14 20:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
241,243,111,243,28,660,NULL,2020-11-14 20:30:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
242,186,80,186,28,589,NULL,2020-11-14 21:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
243,175,157,157,28,637,NULL,2020-11-14 22:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
244,63,12,63,28,77,NULL,2020-11-15 00:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
245,226,188,226,28,679,NULL,2020-11-15 00:00:00,1,2024-04-23 02:01:42,2024-04-23 02:01:42
